Project;Version;Filename;Creation;Last Modified;Size;Age
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java;2006-09-19;2010-06-15;553;195
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogOutputStream.java;2006-06-28;2007-07-04;94;53
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataParser.java;2006-06-28;2008-10-28;336;121
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassArgParser.java;2006-06-28;2010-01-12;635;184
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Files.java;2006-06-28;2010-07-16;366;211
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Options.java;2006-06-28;2011-01-30;650;239
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/ManyOneEntity.java;2006-10-11;2009-03-23;69;127
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/TestQueryIdOfRelationDoesNotJoin.java;2006-10-11;2007-04-14;81;26
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java;2006-07-11;2010-12-06;1843;229
OPENJPA;refs/tags/0.9.7-incubating;openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLFileHandler.java;2006-07-11;2010-04-22;678;197
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java;2006-07-19;2010-11-30;1556;227
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java;2006-07-19;2010-11-30;6194;227
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java;2006-07-19;2011-01-05;3363;233
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/AbstractProductDerivation.java;2006-09-19;2009-02-11;94;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivation.java;2006-09-19;2009-04-03;171;132
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java;2006-09-19;2010-06-15;553;195
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCPersistenceProductDerivation.java;2006-07-19;2010-01-15;137;182
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProductDerivation.java;2006-07-11;2010-12-13;1070;230
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java;2006-07-19;2010-10-19;1050;221
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedValueStateManager.java;2006-07-11;2010-11-02;598;225
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/identity/IdentityGenerationType.java;2006-10-19;2007-04-14;55;25
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/identity/TestGenerationType.java;2006-10-19;2009-05-30;126;136
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/identity/TestGenerationType.java;2006-10-19;2009-05-30;126;136
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/identity/TestGenerationType.java;2006-10-19;2009-05-30;126;136
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/ee/AutomaticManagedRuntime.java;2006-07-11;2010-03-09;319;191
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java;2006-10-26;2008-03-25;357;73
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/util/WASTransformer.java;2006-10-26;2006-10-26;57;0
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/test/java/org/apache/openjpa/ee/TestWASManagedRuntime.java;2006-10-26;2009-03-23;56;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/test/java/org/apache/openjpa/ee/TestWASManagedRuntime.java;2006-10-26;2009-03-23;56;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java;2006-07-19;2011-02-15;1621;238
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java;2006-07-11;2010-11-10;212;226
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/ee/AutomaticManagedRuntime.java;2006-07-11;2010-03-09;319;191
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java;2006-10-26;2008-03-25;357;73
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/test/java/org/apache/openjpa/ee/TestWASManagedRuntime.java;2006-10-26;2009-03-23;56;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/test/java/org/apache/openjpa/ee/TestWASManagedRuntime.java;2006-10-26;2009-03-23;56;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-examples/simple/src/main/java/hellojpa/Main.java;2006-10-28;2009-05-27;77;134
OPENJPA;refs/tags/0.9.7-incubating;openjpa-examples/simple/src/main/java/hellojpa/Message.java;2006-10-28;2007-04-14;72;24
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java;2006-07-11;2010-11-10;212;226
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/ee/AutomaticManagedRuntime.java;2006-07-11;2010-03-09;319;191
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java;2006-10-26;2008-03-25;357;73
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/test/java/org/apache/openjpa/ee/TestWASManagedRuntime.java;2006-10-26;2009-03-23;56;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-examples/simple/src/main/java/hellojpa/Main.java;2006-10-28;2009-05-27;77;134
OPENJPA;refs/tags/0.9.7-incubating;openjpa-examples/simple/src/main/java/hellojpa/Message.java;2006-10-28;2007-04-14;72;24
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStore.java;2006-07-19;2009-09-12;107;164
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreManager.java;2006-07-19;2010-11-28;2132;227
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CompareEqualExpression.java;2006-07-19;2009-12-04;142;176
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Const.java;2006-07-19;2008-12-11;193;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstGetObjectId.java;2006-07-19;2007-07-27;109;53
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/HasContainsExpressionVisitor.java;2006-08-19;2007-04-14;47;34
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/JDBCExpressionFactory.java;2006-07-19;2010-07-26;605;209
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java;2006-07-19;2010-06-22;1214;204
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLEmbed.java;2006-07-19;2007-04-14;71;38
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java;2006-07-19;2010-10-01;425;219
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Size.java;2006-07-19;2007-04-14;57;38
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringFunction.java;2006-07-19;2008-12-11;119;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringLength.java;2006-07-19;2008-05-29;70;97
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Trim.java;2006-07-19;2008-12-11;216;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Val.java;2006-07-19;2009-07-29;189;158
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java;2006-07-19;2010-12-12;401;229
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java;2006-07-11;2010-11-10;212;226
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerFactoryValue.java;2006-07-11;2007-04-14;80;39
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java;2006-07-11;2010-08-03;1928;212
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java;2006-07-11;2010-02-26;174;189
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheStoreManager.java;2006-07-11;2011-01-10;862;234
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java;2006-10-26;2008-03-25;357;73
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractStoreQuery.java;2006-07-11;2011-01-10;266;234
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java;2006-07-11;2010-12-09;5232;230
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java;2006-07-11;2011-01-03;3437;233
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java;2006-07-11;2010-11-03;2638;225
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataRepository.java;2006-07-11;2011-01-07;2876;234
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/AbstractProductDerivation.java;2006-09-19;2009-02-11;94;125
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurations.java;2006-06-28;2010-09-28;827;221
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivation.java;2006-09-19;2009-04-03;171;132
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassArgParser.java;2006-06-28;2010-01-12;635;184
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/test/java/org/apache/openjpa/lib/conf/test/ConfigurationTestProductDerivation.java;2006-09-19;2009-03-23;116;130
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlanImpl.java;2006-09-06;2010-01-15;489;175
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/datacache/OptimisticLockInstance.java;2006-10-31;2009-03-23;59;124
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/datacache/TestDataCacheOptimisticLockRecovery.java;2006-10-31;2009-03-23;178;124
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/inheritance/TestMultipleMappedSuperclassHierarchy.java;2006-09-09;2007-04-14;65;31
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/CascadingOneManyChild.java;2006-09-12;2009-03-23;66;131
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/CascadingOneManyParent.java;2006-09-12;2009-03-23;69;131
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/MultipleSameTypedEmbedded.java;2006-10-05;2009-03-23;80;128
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/TestCascadingOneManyWithForeignKey.java;2006-09-12;2007-04-14;154;30
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/TestTargetedIFaceRelations.java;2006-09-12;2007-04-14;71;30
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java;2006-07-11;2011-01-21;2129;236
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistence.java;2006-07-11;2009-04-03;40;142
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProductDerivation.java;2006-07-11;2010-12-13;1070;230
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProviderImpl.java;2006-07-11;2011-01-11;487;235
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java;2006-07-11;2010-11-17;1524;227
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoreCacheImpl.java;2006-09-06;2010-10-27;177;216
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/MatchesExpression.java;2006-07-11;2007-04-14;81;39
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/datacache/TestDataCacheOptimisticLockRecovery.java;2006-10-31;2009-03-23;178;124
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/TestInMemoryQueryMatchEscapes.java;2006-10-31;2009-03-23;69;124
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java;2006-07-11;2010-11-03;2638;225
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataRepository.java;2006-07-11;2011-01-07;2876;234
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MetaDataTag.java;2006-07-11;2009-08-26;93;163
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java;2006-07-11;2010-06-09;2371;204
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/GetObjectId.java;2006-07-19;2010-03-09;174;189
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMapping.java;2006-07-19;2010-07-26;1158;209
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DelegatingJoinable.java;2006-07-19;2010-01-16;130;182
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Joinable.java;2006-07-19;2007-04-14;91;38
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingRepository.java;2006-07-19;2010-10-20;1661;222
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java;2006-07-19;2009-04-02;1676;141
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java;2006-07-19;2010-10-27;447;223
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/IdentityJoinable.java;2006-07-19;2010-03-09;85;189
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveFieldStrategy.java;2006-07-19;2010-01-16;414;182
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java;2006-07-19;2010-06-22;1145;204
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StringFieldStrategy.java;2006-07-19;2010-01-16;268;182
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java;2006-07-11;2010-06-15;1486;205
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java;2006-07-11;2010-12-22;4871;232
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/StateManager.java;2006-07-11;2007-04-14;286;39
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java;2006-07-11;2010-12-09;5232;230
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateManager.java;2006-07-11;2010-03-27;985;193
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedValueStateManager.java;2006-07-11;2010-11-02;598;225
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ObjectIdStateManager.java;2006-07-11;2010-11-02;746;225
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java;2006-07-11;2011-01-03;3437;233
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractMetaDataDefaults.java;2006-07-11;2009-11-19;410;175
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java;2006-07-11;2011-01-21;3075;236
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/FieldMetaData.java;2006-07-11;2010-06-16;2279;205
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataDefaults.java;2006-07-11;2009-11-19;118;175
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataInheritanceComparator.java;2006-07-11;2007-04-14;59;39
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataRepository.java;2006-07-11;2011-01-07;2876;234
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/NoneMetaDataFactory.java;2006-07-11;2010-05-03;168;198
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/ProxySetupStateManager.java;2006-07-11;2009-04-03;324;142
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/util/ApplicationIds.java;2006-07-11;2010-11-02;737;225
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/BasicEntity.java;2006-11-04;2009-03-23;61;124
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/DataStoreBasicEntity.java;2006-11-04;2009-03-23;54;124
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/DataStoreManyOneIdOwner.java;2006-11-04;2009-03-23;64;124
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/ManyOneCompoundIdOwner.java;2006-11-04;2009-03-23;75;124
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/ManyOneCompoundIdOwnerId.java;2006-11-04;2009-05-22;104;132
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/ManyOneIdOwner.java;2006-11-04;2009-03-23;64;124
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/relations/TestManyOneAsId.java;2006-11-04;2007-07-04;369;34
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataDefaults.java;2006-07-11;2010-04-22;1024;197
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistence.java;2006-07-11;2009-04-03;40;142
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProviderImpl.java;2006-07-11;2011-01-11;487;235
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheStoreManager.java;2006-07-11;2011-01-10;862;234
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java;2006-10-26;2008-03-25;357;73
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorMappingInfo.java;2006-07-19;2010-11-02;162;223
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ValueMapDiscriminatorStrategy.java;2006-07-19;2007-04-14;133;38
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistence.java;2006-07-11;2009-04-03;40;142
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfiguration.java;2006-07-11;2010-08-03;2018;212
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java;2006-07-11;2010-08-03;1928;212
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/conf/QueryCompilationCacheValue.java;2006-11-07;2009-03-23;108;123
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java;2006-07-11;2010-11-16;2295;227
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java;2006-07-11;2011-01-21;3075;236
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingRepositoryValue.java;2006-07-19;2008-10-26;69;118
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaultsImpl.java;2006-07-19;2010-11-02;997;223
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SuperclassDiscriminatorStrategy.java;2006-07-19;2007-04-14;77;38
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/conf/QueryCompilationCacheValue.java;2006-11-07;2009-03-23;108;123
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/ManyOneEntity.java;2006-10-11;2009-03-23;69;127
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/ManyOneEntitySub.java;2006-11-07;2009-03-23;36;123
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/TestQueryExcludingSubclasses.java;2006-11-07;2007-04-14;100;22
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java;2006-10-26;2008-03-25;357;73
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Bytes.java;2006-11-08;2009-03-23;167;123
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/util/UUIDGenerator.java;2006-06-28;2009-07-09;282;158
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/test/java/org/apache/openjpa/lib/util/TestUUIDGenerator.java;2006-06-28;2009-07-09;123;158
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/ManyOneEntity.java;2006-10-11;2009-03-23;69;127
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/simple/NamedEntity.java;2006-11-08;2009-03-23;49;123
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/TestAbstractSchemaName.java;2006-11-08;2007-04-14;62;22
OPENJPA;refs/tags/0.9.7-incubating;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/TestQueryIdOfRelationDoesNotJoin.java;2006-10-11;2007-04-14;81;26
OPENJPA;refs/tags/0.9.7-incubating;openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Localizer.java;2006-06-28;2010-08-02;363;213
OPENJPA;refs/tags/0.9.7-incubating;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java;2006-07-19;2010-11-02;778;223
OPENJPA;refs/tags/0.9.7-incubating;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java;2006-07-11;2010-11-03;2638;225
